Entity1,Relation,Entity2
event,impacts,litigation
event,impacts,market
event,impacts,metric
event,impacts,person
event,impacts,risk_factor
event,improves,metric
event,related_to,accounting_policy
event,related_to,event
event,related_to,instrument
event,related_to,macro_condition
event,related_to,metric
event,stock_decline_due_to,organization
event,stock_rise_due_to,organization
event,subject_to,regulation
event,worsens,metric
external_company,complies_with,accounting_policy
external_company,complies_with,regulation
external_company,decreases,metric
external_company,depends_on,product
external_company,discloses,metric
external_company,discloses,organization
external_company,faces,esg_topic
external_company,faces,litigation
external_company,faces,regulation
external_company,impacted_by,event
external_company,impacted_by,metric
external_company,increases,metric
external_company,involved_in,commentary
external_company,involved_in,esg_topic
external_company,involved_in,event
external_company,involved_in,litigation
external_company,involved_in,location
external_company,involved_in,product
external_company,involved_in,regulation
external_company,involved_in,regulator
external_company,member_of,market
external_company,operates_in,location
external_company,partners_with,external_company
external_company,produces,product
external_company,related_to,accounting_policy
external_company,related_to,instrument
external_company,related_to,metric
external_company,related_to,organization
external_company,related_to,person
external_company,related_to,product
external_company,related_to,sector
external_company,related_to,segment
external_company,subject_to,esg_topic
external_company,subject_to,government
external_company,subject_to,location
external_company,subject_to,person
external_company,subject_to,regulation
external_company,subject_to,segment
external_company,supplies,logistics
external_company,supplies,product
external_company,supplies,raw_material
government,announces,accounting_policy
government,announces,regulation
government,faces,esg_topic
government,faces,external_company
government,faces,government
government,faces,location
government,faces,organization
government,faces,product
government,faces,regulation
government,faces,regulator
government,faces,risk_factor
government,impacted_by,event
government,impacted_by,external_company
government,impacted_by,government
government,impacted_by,litigation
government,impacted_by,location
government,impacted_by,market
government,impacted_by,organization
government,impacted_by,product
government,impacted_by,regulation
government,impacted_by,risk_factor
government,impacted_by,sector
government,regulates,external_company
government,regulates,organization
government,related_to,accounting_policy
government,related_to,external_company
government,related_to,government
government,related_to,location
government,related_to,person
government,related_to,product
government,related_to,regulation
government,subject_to,external_company
government,subject_to,government
government,subject_to,location
government,subject_to,person
government,subject_to,regulation
government,subject_to,segment
instrument,decreases,instrument
instrument,decreases,metric
instrument,depends_on,accounting_policy
instrument,depends_on,economic_indicator
instrument,depends_on,event
instrument,depends_on,external_company
instrument,depends_on,instrument
instrument,depends_on,market
instrument,depends_on,product
instrument,depends_on,raw_material
instrument,depends_on,regulation
instrument,depends_on,regulator
instrument,depends_on,risk_factor
instrument,depends_on,sector
instrument,depends_on,segment
instrument,impacted_by,accounting_policy
instrument,impacted_by,economic_indicator
instrument,impacted_by,event
instrument,impacted_by,external_company
instrument,impacted_by,government
instrument,impacted_by,macro_condition
instrument,impacted_by,metric
instrument,impacts,instrument
instrument,introduces,instrument
instrument,invests_in,accounting_policy
instrument,member_of,market
instrument,related_to,accounting_policy
instrument,related_to,concept
instrument,related_to,economic_indicator
instrument,related_to,event
instrument,related_to,instrument
instrument,related_to,location
instrument,related_to,metric
instrument,related_to,organization
instrument,related_to,regulation
instrument,related_to,risk_factor
instrument,related_to,segment
instrument,subject_to,external_company
instrument,subject_to,instrument
instrument,subject_to,organization
instrument,subject_to,raw_material
instrument,subject_to,regulation
litigation,impacts,metric
litigation,involved_in,litigation
litigation,related_to,accounting_policy
litigation,related_to,commentary
litigation,related_to,concept
litigation,related_to,esg_topic
litigation,related_to,regulation
litigation,related_to,risk_factor
litigation,stock_decline_due_to,organization
litigation,subject_to,regulation
litigation,worsens,metric
location,complies_with,regulation
location,decreases,product
location,impacted_by,economic_indicator
location,impacted_by,event
location,impacted_by,external_company
location,impacted_by,government
location,impacted_by,litigation
location,impacted_by,location
location,impacted_by,market
location,impacted_by,organization
location,impacted_by,product
location,impacted_by,regulation
location,impacted_by,risk_factor
location,impacts,location
location,impacts,metric
location,impacts,product
location,increases,product
location,introduces,regulation
location,invests_in,metric
location,invests_in,segment
location,involved_in,government
location,involved_in,litigation
location,operates_in,location
location,operates_in,organization
location,regulates,concept
location,regulates,external_company
location,regulates,location
location,regulates,organization
location,regulates,product
location,regulates,regulator
location,related_to,accounting_policy
location,related_to,concept
location,related_to,economic_indicator
location,related_to,external_company
location,related_to,government
location,related_to,instrument
location,related_to,litigation
location,related_to,location
location,related_to,metric
location,related_to,person
location,related_to,product
location,related_to,regulation
location,related_to,segment
location,subject_to,accounting_policy
location,subject_to,economic_indicator
location,subject_to,external_company
location,subject_to,government
location,subject_to,location
location,subject_to,person
location,subject_to,regulation
location,subject_to,segment
logistics,causes_shortage,raw_material
logistics,depends_on,esg_topic
logistics,depends_on,event
logistics,depends_on,external_company
logistics,depends_on,macro_condition
logistics,depends_on,metric
logistics,depends_on,person
logistics,depends_on,product
logistics,depends_on,regulation
logistics,depends_on,risk_factor
logistics,depends_on,sector
macro_condition,affects_stock,organization
macro_condition,causes_shortage,raw_material
macro_condition,impacted_by,event
macro_condition,impacts,market
macro_condition,impacts,metric
macro_condition,improves,metric
macro_condition,stock_decline_due_to,organization
macro_condition,worsens,metric
market,impacted_by,event
market,market_reacts_to,economic_indicator
market,market_reacts_to,esg_topic
market,market_reacts_to,event
market,market_reacts_to,macro_condition
market,market_reacts_to,risk_factor
market,member_of,external_company
market,member_of,instrument
market,related_to,instrument
market,related_to,market
market,related_to,organization
metric,decreases,event
metric,decreases,instrument
metric,decreases,metric
metric,decreases,product
metric,decreases,segment
metric,depends_on,accounting_policy
metric,depends_on,concept
metric,depends_on,economic_indicator
metric,depends_on,esg_topic
metric,depends_on,event
metric,depends_on,external_company
metric,depends_on,instrument
metric,depends_on,logistics
metric,depends_on,macro_condition
metric,depends_on,metric
metric,depends_on,person
metric,depends_on,product
metric,depends_on,regulation
metric,depends_on,risk_factor
metric,depends_on,sector
metric,impacted_by,accounting_policy
metric,impacted_by,concept
metric,impacted_by,economic_indicator
metric,impacted_by,event
metric,impacted_by,instrument
metric,impacted_by,litigation
metric,impacted_by,macro_condition
metric,impacted_by,market
metric,impacted_by,metric
metric,impacted_by,organization
metric,impacted_by,person
metric,impacted_by,product
metric,impacted_by,regulation
metric,impacted_by,risk_factor
metric,impacts,accounting_policy
metric,impacts,event
metric,impacts,external_company
metric,impacts,instrument
metric,impacts,location
metric,impacts,metric
metric,impacts,product
metric,impacts,segment
metric,increases,metric
metric,increases,product
metric,related_to,accounting_policy
metric,related_to,concept
metric,related_to,economic_indicator
metric,related_to,instrument
metric,related_to,location
metric,related_to,metric
metric,related_to,organization
metric,related_to,product
metric,related_to,regulation
metric,related_to,risk_factor
metric,related_to,segment
metric,subject_to,risk_factor
organization,announces,accounting_policy
organization,announces,concept
organization,announces,esg_topic
organization,announces,event
organization,announces,instrument
organization,announces,organization
organization,announces,product
organization,announces,regulation
organization,announces,segment
organization,complies_with,accounting_policy
organization,complies_with,government
organization,complies_with,location
organization,complies_with,organization
organization,complies_with,regulation
organization,complies_with,regulator
organization,decreases,metric
organization,depends_on,accounting_policy
organization,depends_on,concept
organization,depends_on,economic_indicator
organization,depends_on,external_company
organization,depends_on,instrument
organization,depends_on,location
organization,depends_on,logistics
organization,depends_on,macro_condition
organization,depends_on,market
organization,depends_on,metric
organization,depends_on,organization
organization,depends_on,person
organization,depends_on,product
organization,depends_on,raw_material
organization,depends_on,regulation
organization,depends_on,risk_factor
organization,depends_on,sector
organization,discloses,accounting_policy
organization,discloses,economic_indicator
organization,discloses,esg_topic
organization,discloses,event
organization,discloses,government
organization,discloses,instrument
organization,discloses,litigation
organization,discloses,macro_condition
organization,discloses,metric
organization,discloses,organization
organization,discloses,product
organization,discloses,regulation
organization,discloses,regulator
organization,discloses,risk_factor
organization,discloses,segment
organization,faces,accounting_policy
organization,faces,external_company
organization,faces,government
organization,faces,litigation
organization,faces,product
organization,faces,regulation
organization,faces,regulator
organization,faces,risk_factor
organization,guides_on,person
organization,guides_on,regulation
organization,has_stake,external_company
organization,has_stake,instrument
organization,has_stake,segment
organization,impacted_by,accounting_policy
organization,impacted_by,concept
organization,impacted_by,economic_indicator
organization,impacted_by,esg_topic
organization,impacted_by,event
organization,impacted_by,government
organization,impacted_by,instrument
organization,impacted_by,litigation
organization,impacted_by,macro_condition
organization,impacted_by,metric
organization,impacted_by,organization
organization,impacted_by,product
organization,impacted_by,regulation
organization,impacted_by,regulator
organization,impacted_by,risk_factor
organization,impacted_by,sector
organization,impacted_by,segment
organization,impacts,esg_topic
organization,impacts,event
organization,impacts,location
organization,impacts,metric
organization,impacts,organization
organization,impacts,person
organization,impacts,product
organization,improves,esg_topic
organization,increases,metric
organization,introduces,accounting_policy
organization,introduces,concept
organization,introduces,esg_topic
organization,introduces,instrument
organization,introduces,organization
organization,introduces,product
organization,introduces,regulation
organization,introduces,segment
organization,invests_in,concept
organization,invests_in,esg_topic
organization,invests_in,external_company
organization,invests_in,organization
organization,invests_in,product
organization,invests_in,sector
organization,invests_in,segment
organization,involved_in,event
organization,involved_in,external_company
organization,involved_in,government
organization,involved_in,litigation
organization,involved_in,location
organization,involved_in,organization
organization,involved_in,product
organization,involved_in,regulation
organization,involved_in,regulator
organization,member_of,instrument
organization,member_of,market
organization,member_of,organization
organization,member_of,segment
organization,operates_in,location
organization,operates_in,market
organization,operates_in,product
organization,operates_in,segment
organization,partners_with,external_company
organization,partners_with,market
organization,partners_with,organization
organization,partners_with,product
organization,produces,accounting_policy
organization,produces,concept
organization,produces,external_company
organization,produces,logistics
organization,produces,market
organization,produces,metric
organization,produces,product
organization,produces,raw_material
organization,produces,segment
organization,regulates,risk_factor
organization,related_to,accounting_policy
organization,related_to,commentary
organization,related_to,concept
organization,related_to,economic_indicator
organization,related_to,esg_topic
organization,related_to,external_company
organization,related_to,instrument
organization,related_to,location
organization,related_to,market
organization,related_to,metric
organization,related_to,organization
organization,related_to,person
organization,related_to,product
organization,related_to,regulation
organization,related_to,regulator
organization,related_to,risk_factor
organization,related_to,sector
organization,related_to,segment
organization,subject_to,accounting_policy
organization,subject_to,economic_indicator
organization,subject_to,esg_topic
organization,subject_to,event
organization,subject_to,government
organization,subject_to,instrument
organization,subject_to,litigation
organization,subject_to,location
organization,subject_to,macro_condition
organization,subject_to,organization
organization,subject_to,person
organization,subject_to,product
organization,subject_to,regulation
organization,subject_to,regulator
organization,subject_to,risk_factor
organization,subject_to,sector
organization,supplies,external_company
organization,supplies,metric
organization,supplies,product
organization,supplies,regulation
organization,supplies,risk_factor
person,announces,person
person,complies_with,accounting_policy
person,complies_with,organization
person,complies_with,regulation
person,complies_with,regulator
person,depends_on,metric
person,depends_on,organization
person,depends_on,product
person,depends_on,regulation
person,depends_on,risk_factor
person,discloses,organization
person,discloses,person
person,discloses,regulation
person,discloses,risk_factor
person,faces,litigation
person,has_stake,instrument
person,impacted_by,risk_factor
person,impacts,metric
person,impacts,organization
person,impacts,person
person,introduces,regulation
person,involved_in,event
person,member_of,organization
person,operates_in,location
person,related_to,external_company
person,related_to,organization
person,related_to,person
person,related_to,segment
person,subject_to,government
product,announces,organization
product,decreases,product
product,depends_on,event
product,depends_on,external_company
product,depends_on,instrument
product,depends_on,market
product,depends_on,metric
product,depends_on,organization
product,depends_on,person
product,depends_on,product
product,depends_on,raw_material
product,depends_on,regulation
product,depends_on,regulator
product,depends_on,risk_factor
product,depends_on,sector
product,depends_on,segment
product,discloses,product
product,faces,external_company
product,faces,regulator
product,impacted_by,accounting_policy
product,impacted_by,concept
product,impacted_by,economic_indicator
product,impacted_by,esg_topic
product,impacted_by,event
product,impacted_by,external_company
product,impacted_by,instrument
product,impacted_by,litigation
product,impacted_by,macro_condition
product,impacted_by,metric
product,impacted_by,person
product,impacted_by,product
product,impacted_by,regulation
product,impacted_by,risk_factor
product,impacted_by,segment
product,impacts,concept
product,impacts,external_company
product,impacts,litigation
product,impacts,location
product,impacts,metric
product,impacts,person
product,impacts,product
product,impacts,risk_factor
product,increases,metric
product,increases,product
product,introduces,product
product,invests_in,instrument
product,invests_in,product
product,operates_in,product
product,partners_with,product
product,produces,concept
product,produces,product
product,produces,segment
product,related_to,accounting_policy
product,related_to,concept
product,related_to,economic_indicator
product,related_to,external_company
product,related_to,government
product,related_to,instrument
product,related_to,location
product,related_to,metric
product,related_to,organization
product,related_to,person
product,related_to,product
product,related_to,regulation
product,related_to,segment
product,subject_to,product
product,subject_to,regulation
product,subject_to,regulator
product,supplies,government
product,supplies,organization
product,supplies,person
regulation,complies_with,accounting_policy
regulation,complies_with,regulation
regulation,complies_with,regulator
regulation,discloses,instrument
regulation,discloses,organization
regulation,discloses,product
regulation,discloses,regulation
regulation,discloses,risk_factor
regulation,discloses,segment
regulation,impacted_by,instrument
regulation,impacted_by,organization
regulation,impacts,accounting_policy
regulation,impacts,location
regulation,impacts,metric
regulation,impacts,product
regulation,impacts,regulation
regulation,involved_in,external_company
regulation,regulates,concept
regulation,regulates,government
regulation,regulates,location
regulation,regulates,regulator
regulation,related_to,accounting_policy
regulation,related_to,commentary
regulation,related_to,concept
regulation,related_to,economic_indicator
regulation,related_to,esg_topic
regulation,related_to,external_company
regulation,related_to,government
regulation,related_to,location
regulation,related_to,metric
regulation,related_to,organization
regulation,related_to,person
regulation,related_to,product
regulation,related_to,regulation
regulation,related_to,risk_factor
regulation,related_to,sector
regulation,subject_to,organization
regulation,subject_to,regulation
regulation,subject_to,regulator
regulator,complies_with,accounting_policy
regulator,complies_with,organization
regulator,discloses,accounting_policy
regulator,discloses,organization
regulator,faces,government
regulator,faces,organization
regulator,faces,product
regulator,faces,regulator
regulator,involved_in,litigation
regulator,partners_with,organization
regulator,regulates,accounting_policy
regulator,regulates,external_company
regulator,regulates,organization
regulator,regulates,regulation
regulator,regulates,regulator
regulator,related_to,accounting_policy
regulator,related_to,organization
regulator,related_to,regulator
risk_factor,affects_stock,organization
risk_factor,depends_on,external_company
risk_factor,depends_on,product
risk_factor,impacted_by,accounting_policy
risk_factor,impacted_by,commentary
risk_factor,impacted_by,concept
risk_factor,impacted_by,economic_indicator
risk_factor,impacted_by,instrument
risk_factor,impacted_by,macro_condition
risk_factor,impacted_by,metric
risk_factor,impacted_by,product
risk_factor,impacted_by,risk_factor
risk_factor,impacted_by,sector
risk_factor,impacted_by,segment
risk_factor,impacts,event
risk_factor,impacts,external_company
risk_factor,impacts,litigation
risk_factor,impacts,market
risk_factor,impacts,metric
risk_factor,impacts,product
risk_factor,impacts,regulation
risk_factor,impacts,risk_factor
risk_factor,impacts,sector
risk_factor,related_to,accounting_policy
risk_factor,related_to,commentary
risk_factor,related_to,concept
risk_factor,related_to,economic_indicator
risk_factor,related_to,esg_topic
risk_factor,related_to,government
risk_factor,related_to,instrument
risk_factor,related_to,litigation
risk_factor,related_to,location
risk_factor,related_to,macro_condition
risk_factor,related_to,metric
risk_factor,related_to,organization
risk_factor,related_to,regulation
risk_factor,related_to,risk_factor
risk_factor,related_to,sector
risk_factor,related_to,segment
risk_factor,stock_decline_due_to,organization
risk_factor,worsens,metric
sector,depends_on,metric
sector,depends_on,organization
sector,depends_on,product
sector,depends_on,regulation
sector,depends_on,risk_factor
sector,impacted_by,event
sector,impacted_by,external_company
sector,impacted_by,litigation
sector,impacted_by,location
sector,impacted_by,market
sector,impacted_by,organization
sector,impacted_by,product
sector,impacted_by,regulation
sector,impacted_by,risk_factor
sector,impacts,metric
sector,impacts,person
sector,operates_in,person
segment,complies_with,accounting_policy
segment,decreases,accounting_policy
segment,decreases,instrument
segment,decreases,risk_factor
segment,depends_on,accounting_policy
segment,depends_on,instrument
segment,depends_on,logistics
segment,depends_on,metric
segment,depends_on,product
segment,depends_on,raw_material
segment,discloses,accounting_policy
segment,impacted_by,accounting_policy
segment,impacted_by,commentary
segment,impacted_by,concept
segment,impacted_by,economic_indicator
segment,impacted_by,event
segment,impacted_by,instrument
segment,impacted_by,macro_condition
segment,impacted_by,metric
segment,impacted_by,regulation
segment,impacted_by,risk_factor
segment,impacted_by,segment
segment,impacts,accounting_policy
segment,impacts,metric
segment,impacts,segment
segment,increases,instrument
segment,increases,metric
segment,invests_in,instrument
segment,invests_in,product
segment,member_of,organization
segment,operates_in,location
segment,operates_in,logistics
segment,operates_in,segment
segment,produces,government
segment,produces,organization
segment,produces,product
segment,produces,segment
segment,related_to,accounting_policy
segment,related_to,commentary
segment,related_to,economic_indicator
segment,related_to,external_company
segment,related_to,instrument
segment,related_to,litigation
segment,related_to,metric
segment,related_to,organization
segment,related_to,person
segment,related_to,product
segment,related_to,regulation
segment,related_to,risk_factor
segment,related_to,segment
segment,subject_to,accounting_policy
segment,subject_to,economic_indicator
segment,subject_to,government
segment,subject_to,location
segment,subject_to,organization
segment,subject_to,person
segment,subject_to,product
segment,subject_to,regulation
segment,subject_to,segment
segment,supplies,government
segment,supplies,organization
segment,supplies,person
